User_ID,User_Persona,Age_Group,City,Device_Type,Bank,Join_Date
U0366,Family User,40-49,Gurgaon,iOS,ICICI Bank,12-04-2025
U0367,Budget Conscious,45-54,Noida,Android,ICICI Bank,17-09-2024
U0368,Budget Conscious,25-34,Hyderabad,Android,Kotak Mahindra Bank,23-06-2024
U0369,Family User,40-49,Ludhiana,Android,HDFC Bank,29-01-2025
U0370,Student,21-24,Ahmedabad,Android,Kotak Mahindra Bank,11-03-2026
U0371,Working Professional,25-34,Kolkata,Android,State Bank of India,04-01-2024
U0372,Family User,40-49,Hyderabad,Android,State Bank of India,13-11-2023
U0373,Student,18-20,Bengaluru,Android,HDFC Bank,25-06-2025
U0374,Frequent Traveler,45-54,Bengaluru,Android,ICICI Bank,05-02-2026
U0375,Working Professional,35-44,Noida,Android,Kotak Mahindra Bank,07-04-2024
U0376,Frequent Traveler,25-34,Gurgaon,Android,Kotak Mahindra Bank,25-09-2023
U0377,Working Professional,35-44,Gurgaon,Android,HDFC Bank,01-07-2026
U0378,Family User,30-39,Kolkata,iOS,ICICI Bank,11-10-2023
U0379,Student,21-24,Kolkata,Android,HDFC Bank,18-07-2024
U0380,Student,21-24,Jaipur,Android,Kotak Mahindra Bank,26-04-2025
U0381,Working Professional,35-44,Delhi,Android,Kotak Mahindra Bank,30-10-2024
U0382,Working Professional,25-34,Hyderabad,Android,Axis Bank,26-05-2024
U0383,Working Professional,22-24,Ahmedabad,Android,Axis Bank,03-07-2024
U0384,Working Professional,25-34,Noida,Android,ICICI Bank,02-02-2026
U0385,Working Professional,35-44,Chandigarh,Android,State Bank of India,01-11-2024
U0386,High Spender,30-39,Chandigarh,Android,HDFC Bank,05-05-2026
U0387,Working Professional,25-34,Mumbai,Android,ICICI Bank,23-05-2024
U0388,Student,18-20,Gurgaon,iOS,Kotak Mahindra Bank,23-08-2025
U0389,Working Professional,22-24,Chandigarh,iOS,State Bank of India,22-08-2023
U0390,Student,18-20,Hyderabad,iOS,Axis Bank,30-03-2025
U0391,Working Professional,25-34,Hyderabad,Android,Axis Bank,23-04-2024
U0392,Family User,30-39,Noida,Android,HDFC Bank,21-06-2026
U0393,Student,21-24,Kolkata,iOS,Axis Bank,29-12-2025
U0394,Working Professional,22-24,Mumbai,Android,State Bank of India,30-10-2024
U0395,Budget Conscious,35-44,Chandigarh,Android,HDFC Bank,16-11-2023
U0396,Family User,30-39,Chandigarh,Android,HDFC Bank,19-06-2026
U0397,Working Professional,25-34,Ludhiana,Android,Kotak Mahindra Bank,17-01-2026
U0398,Budget Conscious,25-34,Bengaluru,iOS,Axis Bank,24-07-2025
U0399,Working Professional,25-34,Ludhiana,iOS,ICICI Bank,12-05-2026
U0400,Student,21-24,Ludhiana,Android,HDFC Bank,15-08-2023
U0401,Student,21-24,Hyderabad,Android,ICICI Bank,18-10-2024
U0402,Family User,50-59,Bengaluru,Android,Kotak Mahindra Bank,17-12-2024
U0403,Working Professional,25-34,Kolkata,Android,State Bank of India,21-01-2025
U0404,Family User,50-59,Ludhiana,Android,Kotak Mahindra Bank,02-01-2026
U0405,Working Professional,22-24,Chandigarh,Android,HDFC Bank,24-03-2024
U0406,High Spender,50-59,Gurgaon,Android,HDFC Bank,02-11-2024
U0407,Family User,40-49,Jaipur,Android,Kotak Mahindra Bank,26-09-2023
U0408,Family User,50-59,Delhi,Android,ICICI Bank,23-04-2025
U0409,Family User,50-59,Kolkata,Android,Axis Bank,14-03-2025
U0410,Student,18-20,Delhi,Android,HDFC Bank,02-07-2024
U0411,Student,21-24,Chandigarh,Android,Axis Bank,08-04-2026
U0412,Budget Conscious,35-44,Ludhiana,Android,Axis Bank,02-12-2023
U0413,Frequent Traveler,45-54,Ahmedabad,Android,ICICI Bank,19-08-2023
U0414,Family User,50-59,Chandigarh,iOS,Axis Bank,11-11-2023
U0415,Family User,40-49,Bengaluru,Android,Kotak Mahindra Bank,12-08-2025
U0416,Working Professional,25-34,Jaipur,Android,State Bank of India,13-11-2025
U0417,Family User,30-39,Noida,Android,State Bank of India,24-11-2024
U0418,Working Professional,25-34,Gurgaon,Android,Axis Bank,23-08-2024
U0419,Working Professional,25-34,Ludhiana,iOS,State Bank of India,18-04-2025
U0420,Working Professional,35-44,Jaipur,Android,Axis Bank,03-09-2023
U0421,Frequent Traveler,25-34,Gurgaon,Android,HDFC Bank,12-06-2024
U0422,Working Professional,25-34,Jaipur,Android,Axis Bank,19-12-2025
U0423,Working Professional,35-44,Gurgaon,iOS,State Bank of India,11-06-2024
U0424,Student,18-20,Noida,Android,Kotak Mahindra Bank,17-10-2025
U0425,Working Professional,22-24,Delhi,Android,State Bank of India,12-01-2025
U0426,Budget Conscious,25-34,Jaipur,Android,HDFC Bank,28-04-2025
U0427,High Spender,30-39,Pune,Android,Axis Bank,05-03-2024
U0428,Working Professional,22-24,Gurgaon,Android,HDFC Bank,06-02-2025
U0429,High Spender,30-39,Jaipur,Android,Kotak Mahindra Bank,08-02-2026
U0430,Budget Conscious,25-34,Bengaluru,Android,ICICI Bank,12-11-2025
U0431,High Spender,30-39,Pune,Android,ICICI Bank,29-09-2024
U0432,High Spender,40-49,Delhi,Android,Kotak Mahindra Bank,07-10-2025
U0433,Family User,40-49,Gurgaon,Android,Kotak Mahindra Bank,27-02-2026
U0434,Family User,30-39,Ludhiana,Android,ICICI Bank,13-03-2025
U0435,Frequent Traveler,35-44,Bengaluru,Android,State Bank of India,10-05-2024
U0436,Budget Conscious,25-34,Ahmedabad,Android,State Bank of India,08-03-2024
U0437,Family User,30-39,Bengaluru,Android,Axis Bank,01-12-2023
U0438,Frequent Traveler,45-54,Chandigarh,Android,HDFC Bank,27-01-2025
U0439,Student,18-20,Hyderabad,Android,ICICI Bank,04-09-2024
U0440,Student,21-24,Noida,Android,State Bank of India,05-09-2023
U0441,High Spender,40-49,Kolkata,Android,HDFC Bank,26-10-2023
U0442,Working Professional,25-34,Ahmedabad,Android,HDFC Bank,03-02-2024
U0443,Working Professional,22-24,Pune,Android,State Bank of India,06-03-2024
U0444,Budget Conscious,45-54,Gurgaon,Android,ICICI Bank,24-12-2023
U0445,Working Professional,22-24,Hyderabad,Android,Kotak Mahindra Bank,03-09-2025
U0446,Working Professional,35-44,Ludhiana,iOS,Kotak Mahindra Bank,24-03-2024
U0447,Frequent Traveler,25-34,Noida,Android,Kotak Mahindra Bank,29-07-2025
U0448,Frequent Traveler,25-34,Ludhiana,Android,State Bank of India,17-06-2026
U0449,Student,18-20,Delhi,iOS,Kotak Mahindra Bank,03-03-2024
U0450,Working Professional,35-44,Bengaluru,Android,Kotak Mahindra Bank,16-07-2025
U0451,Working Professional,35-44,Noida,Android,Axis Bank,29-05-2025
U0452,Student,21-24,Delhi,Android,Kotak Mahindra Bank,03-01-2025
U0453,Working Professional,35-44,Delhi,Android,State Bank of India,15-11-2025
U0454,Budget Conscious,35-44,Gurgaon,Android,ICICI Bank,16-11-2025
U0455,Family User,30-39,Pune,Android,HDFC Bank,29-10-2025
U0456,Family User,30-39,Mumbai,iOS,Axis Bank,02-07-2026
U0457,Student,21-24,Bengaluru,Android,Axis Bank,02-03-2025
U0458,Working Professional,25-34,Hyderabad,iOS,Axis Bank,30-06-2025
U0459,Working Professional,35-44,Jaipur,iOS,ICICI Bank,12-02-2024
U0460,Family User,40-49,Mumbai,Android,Kotak Mahindra Bank,26-05-2024
U0461,Working Professional,22-24,Ahmedabad,iOS,HDFC Bank,25-08-2023
U0462,Budget Conscious,35-44,Hyderabad,Android,Kotak Mahindra Bank,02-04-2024
U0463,Working Professional,25-34,Noida,Android,State Bank of India,11-04-2024
U0464,Student,18-20,Ahmedabad,Android,HDFC Bank,21-10-2025
U0465,Frequent Traveler,35-44,Kolkata,Android,HDFC Bank,23-05-2024
U0466,Working Professional,22-24,Mumbai,Android,Axis Bank,04-06-2024
U0467,Family User,50-59,Delhi,Android,HDFC Bank,30-07-2025
U0468,Working Professional,22-24,Ludhiana,Android,HDFC Bank,25-09-2023
U0469,Student,21-24,Noida,Android,Kotak Mahindra Bank,22-01-2025
U0470,Working Professional,35-44,Jaipur,Android,ICICI Bank,21-09-2024
U0471,Working Professional,22-24,Jaipur,Android,Axis Bank,24-04-2025
U0472,Working Professional,22-24,Ludhiana,iOS,ICICI Bank,23-10-2024
U0473,Family User,40-49,Ludhiana,Android,State Bank of India,27-03-2025
U0474,High Spender,50-59,Pune,Android,State Bank of India,22-11-2025
U0475,Budget Conscious,35-44,Bengaluru,Android,ICICI Bank,22-02-2025
U0476,Budget Conscious,35-44,Noida,iOS,State Bank of India,21-03-2025
U0477,Frequent Traveler,25-34,Hyderabad,iOS,Kotak Mahindra Bank,11-03-2026
U0478,Working Professional,25-34,Ludhiana,Android,Axis Bank,23-03-2025
U0479,Working Professional,22-24,Chandigarh,Android,Axis Bank,15-07-2025
U0480,Frequent Traveler,25-34,Ludhiana,Android,ICICI Bank,05-05-2024
U0481,Student,21-24,Jaipur,Android,HDFC Bank,05-01-2025
U0482,Frequent Traveler,25-34,Kolkata,Android,Kotak Mahindra Bank,24-10-2024
U0483,Working Professional,22-24,Chandigarh,Android,HDFC Bank,12-11-2024
U0484,Working Professional,22-24,Ahmedabad,Android,Axis Bank,08-06-2026
U0485,High Spender,50-59,Kolkata,Android,Axis Bank,11-08-2024
U0486,High Spender,50-59,Chandigarh,Android,Axis Bank,24-09-2025
U0487,Working Professional,35-44,Chandigarh,Android,State Bank of India,14-02-2024
U0488,Family User,40-49,Hyderabad,Android,Axis Bank,23-04-2025
U0489,Budget Conscious,35-44,Noida,Android,Axis Bank,04-07-2026
U0490,Student,18-20,Ahmedabad,Android,State Bank of India,25-05-2024
U0491,Family User,50-59,Kolkata,Android,State Bank of India,18-02-2024
U0492,Student,21-24,Noida,Android,ICICI Bank,29-03-2025
U0493,Working Professional,35-44,Jaipur,Android,Axis Bank,28-11-2025
U0494,High Spender,50-59,Ahmedabad,Android,ICICI Bank,29-09-2023
U0495,Budget Conscious,35-44,Bengaluru,Android,Kotak Mahindra Bank,23-05-2025
U0496,Working Professional,35-44,Jaipur,iOS,Kotak Mahindra Bank,13-03-2026
U0497,Student,18-20,Jaipur,Android,HDFC Bank,04-03-2026
U0498,Working Professional,35-44,Noida,Android,ICICI Bank,28-03-2025
U0499,Student,21-24,Chandigarh,Android,Kotak Mahindra Bank,06-11-2023
U0500,High Spender,50-59,Hyderabad,Android,Kotak Mahindra Bank,29-10-2023
U0501,Family User,30-39,Delhi,Android,State Bank of India,16-07-2024
U0502,Family User,40-49,Delhi,Android,Axis Bank,24-04-2026
U0503,Frequent Traveler,25-34,Mumbai,iOS,Kotak Mahindra Bank,10-05-2026
U0504,Student,18-20,Kolkata,Android,State Bank of India,05-02-2026
U0505,Working Professional,25-34,Mumbai,Android,Axis Bank,13-01-2024
U0506,Working Professional,22-24,Ahmedabad,Android,HDFC Bank,26-04-2025
U0507,Family User,50-59,Delhi,Android,Axis Bank,10-01-2024
U0508,Working Professional,25-34,Delhi,Android,ICICI Bank,01-04-2026
U0509,Student,21-24,Jaipur,Android,Kotak Mahindra Bank,18-11-2023
U0510,High Spender,30-39,Ludhiana,iOS,ICICI Bank,08-11-2023
U0511,Working Professional,35-44,Kolkata,Android,HDFC Bank,02-04-2026
U0512,High Spender,50-59,Gurgaon,iOS,Kotak Mahindra Bank,16-11-2025
U0513,Family User,30-39,Chandigarh,Android,ICICI Bank,27-03-2026
U0514,Family User,50-59,Pune,iOS,State Bank of India,21-12-2023
U0515,Student,18-20,Kolkata,iOS,Axis Bank,19-03-2025
U0516,Family User,50-59,Chandigarh,Android,ICICI Bank,02-08-2024
U0517,Budget Conscious,45-54,Ahmedabad,Android,State Bank of India,04-01-2026
U0518,Student,21-24,Noida,iOS,State Bank of India,06-08-2025
U0519,Family User,50-59,Kolkata,Android,State Bank of India,31-10-2024
U0520,Student,21-24,Hyderabad,Android,State Bank of India,13-11-2023
U0521,Family User,40-49,Pune,Android,Kotak Mahindra Bank,07-03-2024
U0522,Family User,30-39,Kolkata,Android,ICICI Bank,24-11-2025
U0523,Budget Conscious,25-34,Gurgaon,Android,ICICI Bank,01-03-2025
U0524,Budget Conscious,35-44,Chandigarh,Android,HDFC Bank,04-04-2025
U0525,High Spender,40-49,Chandigarh,Android,HDFC Bank,30-04-2026
U0526,Student,18-20,Pune,Android,Kotak Mahindra Bank,02-08-2025
U0527,Family User,30-39,Delhi,Android,Kotak Mahindra Bank,12-03-2024
U0528,Student,21-24,Pune,Android,Axis Bank,23-03-2024
U0529,Working Professional,22-24,Ahmedabad,iOS,ICICI Bank,28-06-2026
U0530,Family User,30-39,Jaipur,Android,ICICI Bank,07-10-2025
U0531,Working Professional,25-34,Hyderabad,Android,ICICI Bank,02-06-2025
U0532,Working Professional,25-34,Gurgaon,Android,HDFC Bank,03-03-2024
U0533,Working Professional,22-24,Ahmedabad,Android,Kotak Mahindra Bank,26-04-2026
U0534,Family User,40-49,Mumbai,Android,HDFC Bank,29-06-2025
U0535,High Spender,40-49,Kolkata,Android,State Bank of India,05-01-2026
U0536,Working Professional,25-34,Jaipur,iOS,ICICI Bank,07-01-2026
U0537,Working Professional,35-44,Ahmedabad,Android,State Bank of India,25-02-2025
U0538,Student,21-24,Chandigarh,Android,Axis Bank,16-01-2025
U0539,High Spender,30-39,Chandigarh,Android,Axis Bank,10-10-2023
U0540,Working Professional,35-44,Noida,Android,Kotak Mahindra Bank,20-09-2025
U0541,Student,18-20,Ahmedabad,Android,ICICI Bank,27-12-2025
U0542,Working Professional,25-34,Ahmedabad,Android,Axis Bank,09-07-2024
U0543,Family User,30-39,Jaipur,Android,State Bank of India,02-03-2025
U0544,Family User,50-59,Pune,Android,HDFC Bank,25-02-2024
U0545,Working Professional,35-44,Hyderabad,Android,Kotak Mahindra Bank,21-06-2024
U0546,Family User,50-59,Pune,Android,State Bank of India,03-11-2024
U0547,Budget Conscious,45-54,Kolkata,Android,HDFC Bank,13-03-2025
U0548,Student,18-20,Jaipur,Android,ICICI Bank,22-03-2025
U0549,Family User,30-39,Kolkata,iOS,Axis Bank,13-05-2026
U0550,High Spender,40-49,Pune,Android,HDFC Bank,30-10-2023
U0551,Working Professional,35-44,Ahmedabad,Android,Kotak Mahindra Bank,17-03-2025
U0552,Budget Conscious,25-34,Hyderabad,Android,Axis Bank,18-09-2025
U0553,Budget Conscious,45-54,Ahmedabad,Android,State Bank of India,10-01-2026
U0554,High Spender,40-49,Mumbai,Android,HDFC Bank,26-11-2023
U0555,Student,18-20,Chandigarh,Android,Axis Bank,05-08-2025
U0556,Budget Conscious,45-54,Hyderabad,Android,HDFC Bank,02-03-2026
U0557,Working Professional,35-44,Hyderabad,Android,State Bank of India,01-09-2023
U0558,Student,18-20,Delhi,iOS,HDFC Bank,17-06-2025
U0559,Family User,30-39,Ahmedabad,Android,ICICI Bank,04-05-2024
U0560,Family User,40-49,Ludhiana,Android,Axis Bank,31-10-2023
U0561,Working Professional,25-34,Jaipur,Android,Axis Bank,08-05-2026
U0562,Working Professional,35-44,Kolkata,iOS,Axis Bank,05-05-2026
U0563,Family User,40-49,Delhi,Android,ICICI Bank,13-05-2025
U0564,Working Professional,35-44,Mumbai,Android,Kotak Mahindra Bank,13-10-2025
U0565,Student,21-24,Noida,Android,State Bank of India,05-08-2024
U0566,Family User,40-49,Ludhiana,iOS,State Bank of India,27-01-2026
U0567,Family User,50-59,Pune,Android,State Bank of India,21-01-2025
U0568,Working Professional,25-34,Kolkata,Android,State Bank of India,08-09-2024
U0569,High Spender,50-59,Mumbai,Android,State Bank of India,09-08-2023
U0570,Student,21-24,Mumbai,Android,ICICI Bank,31-10-2025
U0571,Family User,40-49,Kolkata,Android,Axis Bank,18-09-2023
U0572,Working Professional,25-34,Jaipur,Android,ICICI Bank,15-07-2024
U0573,Family User,40-49,Gurgaon,Android,State Bank of India,14-09-2023
U0574,Frequent Traveler,45-54,Delhi,iOS,HDFC Bank,05-03-2026
U0575,Working Professional,22-24,Pune,iOS,Kotak Mahindra Bank,18-03-2025
U0576,Family User,40-49,Jaipur,Android,Axis Bank,10-08-2025
U0577,Working Professional,22-24,Kolkata,Android,ICICI Bank,03-04-2025
U0578,Working Professional,25-34,Noida,Android,ICICI Bank,02-09-2025
U0579,Budget Conscious,45-54,Ahmedabad,Android,Axis Bank,04-09-2025
U0580,Family User,30-39,Kolkata,Android,Kotak Mahindra Bank,22-09-2023
U0581,Frequent Traveler,35-44,Ludhiana,iOS,HDFC Bank,29-10-2024
U0582,Budget Conscious,35-44,Ludhiana,Android,Axis Bank,31-10-2025
U0583,Student,18-20,Gurgaon,iOS,HDFC Bank,12-11-2023
U0584,Working Professional,25-34,Mumbai,Android,HDFC Bank,23-12-2025
U0585,Budget Conscious,25-34,Noida,Android,Kotak Mahindra Bank,28-06-2026
U0586,Budget Conscious,45-54,Kolkata,Android,ICICI Bank,13-06-2024
U0587,Family User,30-39,Noida,Android,Kotak Mahindra Bank,22-03-2024
U0588,Working Professional,25-34,Kolkata,Android,State Bank of India,09-12-2025
U0589,High Spender,40-49,Gurgaon,Android,Kotak Mahindra Bank,22-06-2025
U0590,High Spender,50-59,Mumbai,Android,Axis Bank,25-10-2023
U0591,High Spender,40-49,Jaipur,Android,ICICI Bank,15-07-2025
U0592,Working Professional,35-44,Chandigarh,iOS,Axis Bank,30-06-2026
U0593,Working Professional,35-44,Jaipur,Android,Axis Bank,29-05-2026
U0594,Working Professional,22-24,Jaipur,Android,HDFC Bank,27-10-2025
U0595,Working Professional,35-44,Gurgaon,Android,State Bank of India,16-03-2026
U0596,Working Professional,25-34,Chandigarh,Android,HDFC Bank,01-10-2024
U0597,Budget Conscious,35-44,Jaipur,Android,State Bank of India,27-06-2024
U0598,Frequent Traveler,45-54,Pune,Android,Axis Bank,21-12-2025
U0599,Frequent Traveler,35-44,Gurgaon,Android,State Bank of India,13-11-2023
U0600,Working Professional,35-44,Bengaluru,Android,Axis Bank,25-11-2025
U0601,Budget Conscious,45-54,Delhi,Android,Axis Bank,24-12-2024
U0602,Student,18-20,Hyderabad,Android,Axis Bank,20-03-2025
U0603,Working Professional,35-44,Bengaluru,iOS,State Bank of India,22-10-2024
U0604,Student,21-24,Mumbai,Android,State Bank of India,10-12-2023
U0605,Student,18-20,Delhi,Android,State Bank of India,06-03-2024
U0606,Budget Conscious,25-34,Pune,Android,HDFC Bank,30-09-2025
U0607,Student,21-24,Mumbai,Android,ICICI Bank,20-05-2026
U0608,Family User,40-49,Delhi,Android,State Bank of India,15-04-2025
U0609,Frequent Traveler,35-44,Ahmedabad,Android,HDFC Bank,03-07-2024
U0610,Working Professional,22-24,Ahmedabad,Android,HDFC Bank,10-08-2023
U0611,Working Professional,25-34,Bengaluru,Android,ICICI Bank,22-05-2024
U0612,Family User,50-59,Bengaluru,Android,Kotak Mahindra Bank,31-03-2025
U0613,Student,18-20,Hyderabad,Android,ICICI Bank,27-07-2025
U0614,Family User,30-39,Pune,Android,Axis Bank,09-02-2026
U0615,Frequent Traveler,25-34,Mumbai,Android,HDFC Bank,26-05-2025
U0616,Family User,40-49,Chandigarh,iOS,State Bank of India,20-02-2024
U0617,Budget Conscious,25-34,Gurgaon,Android,ICICI Bank,11-02-2026
U0618,Family User,50-59,Ahmedabad,Android,HDFC Bank,23-12-2025
U0619,Frequent Traveler,45-54,Gurgaon,Android,Kotak Mahindra Bank,01-07-2024
U0620,Family User,50-59,Pune,Android,HDFC Bank,27-10-2025
U0621,Budget Conscious,25-34,Hyderabad,Android,ICICI Bank,05-01-2026
U0622,Working Professional,35-44,Mumbai,Android,HDFC Bank,25-03-2026
U0623,High Spender,40-49,Bengaluru,Android,Kotak Mahindra Bank,28-01-2025
U0624,Working Professional,35-44,Jaipur,Android,Axis Bank,14-11-2023
U0625,High Spender,30-39,Delhi,Android,HDFC Bank,31-07-2024
U0626,Working Professional,22-24,Delhi,iOS,Axis Bank,30-12-2023
U0627,Family User,50-59,Ahmedabad,Android,Axis Bank,28-10-2025
U0628,Working Professional,25-34,Mumbai,Android,Kotak Mahindra Bank,24-01-2024
U0629,Family User,40-49,Mumbai,Android,Kotak Mahindra Bank,15-09-2025
U0630,High Spender,30-39,Ludhiana,Android,Kotak Mahindra Bank,08-12-2023
U0631,Family User,50-59,Jaipur,Android,State Bank of India,26-09-2023
U0632,Budget Conscious,45-54,Noida,Android,HDFC Bank,12-04-2026
U0633,High Spender,30-39,Hyderabad,Android,HDFC Bank,30-01-2024
U0634,Working Professional,35-44,Jaipur,Android,HDFC Bank,31-07-2024
U0635,Student,18-20,Ahmedabad,Android,Axis Bank,26-11-2024
U0636,High Spender,50-59,Ludhiana,Android,State Bank of India,26-08-2025
U0637,Student,18-20,Ahmedabad,Android,State Bank of India,11-07-2025
U0638,Budget Conscious,25-34,Delhi,Android,Axis Bank,22-02-2024
U0639,Working Professional,22-24,Gurgaon,Android,Kotak Mahindra Bank,14-04-2024
U0640,Family User,40-49,Hyderabad,Android,HDFC Bank,22-11-2025
U0641,Working Professional,35-44,Bengaluru,Android,State Bank of India,06-09-2023
U0642,Budget Conscious,45-54,Jaipur,Android,ICICI Bank,24-03-2025
U0643,Budget Conscious,25-34,Delhi,iOS,HDFC Bank,28-11-2025
U0644,Working Professional,25-34,Chandigarh,Android,ICICI Bank,05-06-2024
U0645,Student,18-20,Ludhiana,Android,Axis Bank,19-08-2025
U0646,Working Professional,22-24,Pune,iOS,State Bank of India,01-10-2025
U0647,Working Professional,22-24,Kolkata,Android,Kotak Mahindra Bank,10-03-2025
U0648,Family User,30-39,Bengaluru,Android,Kotak Mahindra Bank,30-09-2023
U0649,High Spender,40-49,Mumbai,iOS,State Bank of India,18-04-2026
U0650,Budget Conscious,35-44,Chandigarh,Android,Axis Bank,02-07-2026
U0651,Student,18-20,Gurgaon,Android,State Bank of India,19-07-2025
U0652,Budget Conscious,25-34,Hyderabad,Android,Axis Bank,04-03-2026
U0653,High Spender,30-39,Ahmedabad,iOS,ICICI Bank,22-11-2024
U0654,Student,21-24,Delhi,Android,State Bank of India,13-02-2026
U0655,Family User,50-59,Delhi,iOS,HDFC Bank,27-08-2025
U0656,Budget Conscious,35-44,Ahmedabad,Android,HDFC Bank,06-03-2024
U0657,Working Professional,22-24,Pune,Android,HDFC Bank,18-09-2025
U0658,High Spender,30-39,Ahmedabad,Android,HDFC Bank,19-05-2024
U0659,High Spender,50-59,Pune,Android,State Bank of India,07-05-2026
U0660,Working Professional,35-44,Mumbai,Android,Kotak Mahindra Bank,29-01-2025
U0661,Student,21-24,Mumbai,Android,HDFC Bank,25-09-2023
U0662,Working Professional,22-24,Noida,Android,State Bank of India,06-09-2024
U0663,High Spender,40-49,Ahmedabad,iOS,State Bank of India,22-01-2025
U0664,Working Professional,25-34,Noida,Android,ICICI Bank,19-04-2024
U0665,Student,18-20,Bengaluru,Android,Axis Bank,21-09-2023
U0666,Working Professional,25-34,Mumbai,Android,ICICI Bank,18-04-2025
U0667,Working Professional,25-34,Gurgaon,iOS,HDFC Bank,11-03-2026
U0668,Student,21-24,Ahmedabad,Android,HDFC Bank,17-05-2024
U0669,Working Professional,25-34,Bengaluru,Android,ICICI Bank,08-01-2024
U0670,High Spender,40-49,Ludhiana,Android,State Bank of India,09-02-2024
U0671,Working Professional,22-24,Delhi,iOS,Axis Bank,08-11-2024
U0672,Family User,50-59,Noida,Android,HDFC Bank,15-08-2023
U0673,Frequent Traveler,25-34,Mumbai,Android,ICICI Bank,11-12-2024
U0674,Student,21-24,Chandigarh,Android,HDFC Bank,01-06-2024
U0675,Family User,40-49,Mumbai,Android,HDFC Bank,22-09-2023
U0676,Student,21-24,Bengaluru,Android,State Bank of India,06-05-2025
U0677,Student,21-24,Delhi,Android,Kotak Mahindra Bank,06-11-2024
U0678,Working Professional,35-44,Pune,Android,Axis Bank,08-09-2025
U0679,Budget Conscious,25-34,Chandigarh,Android,ICICI Bank,24-10-2023
U0680,Working Professional,25-34,Bengaluru,Android,Kotak Mahindra Bank,13-03-2025
U0681,Family User,50-59,Gurgaon,Android,Kotak Mahindra Bank,31-10-2023
U0682,Working Professional,22-24,Gurgaon,Android,Axis Bank,09-08-2024
U0683,Student,18-20,Jaipur,iOS,Kotak Mahindra Bank,09-09-2024
U0684,Budget Conscious,35-44,Ahmedabad,Android,Kotak Mahindra Bank,02-07-2024
U0685,Budget Conscious,35-44,Kolkata,Android,Axis Bank,27-01-2025
U0686,Working Professional,22-24,Chandigarh,Android,HDFC Bank,26-01-2026
U0687,Frequent Traveler,35-44,Delhi,Android,Axis Bank,03-04-2026
U0688,Family User,50-59,Noida,iOS,HDFC Bank,24-09-2024
U0689,Working Professional,22-24,Gurgaon,Android,HDFC Bank,06-04-2026
U0690,Budget Conscious,25-34,Kolkata,iOS,Axis Bank,21-02-2026
U0691,Working Professional,22-24,Bengaluru,Android,State Bank of India,10-05-2026
U0692,Frequent Traveler,45-54,Chandigarh,iOS,HDFC Bank,16-10-2025
U0693,Budget Conscious,35-44,Kolkata,Android,Kotak Mahindra Bank,13-06-2026
U0694,High Spender,40-49,Ludhiana,Android,Axis Bank,16-01-2026
U0695,Student,18-20,Noida,Android,HDFC Bank,21-11-2024
U0696,Family User,30-39,Chandigarh,iOS,ICICI Bank,31-12-2024
U0697,Frequent Traveler,35-44,Ahmedabad,Android,State Bank of India,21-02-2026
U0698,Student,18-20,Kolkata,Android,ICICI Bank,27-04-2024
U0699,Budget Conscious,45-54,Chandigarh,iOS,State Bank of India,21-03-2024
U0700,Budget Conscious,45-54,Pune,Android,State Bank of India,26-11-2025
U0701,Working Professional,22-24,Bengaluru,Android,Axis Bank,03-10-2024
U0702,Budget Conscious,35-44,Jaipur,Android,Kotak Mahindra Bank,02-03-2026
U0703,Budget Conscious,45-54,Chandigarh,Android,Kotak Mahindra Bank,05-06-2025
U0704,Frequent Traveler,35-44,Gurgaon,Android,State Bank of India,10-09-2025
U0705,Student,18-20,Ahmedabad,iOS,Axis Bank,19-02-2026
U0706,Frequent Traveler,45-54,Delhi,Android,State Bank of India,30-06-2025
U0707,High Spender,50-59,Noida,Android,HDFC Bank,29-04-2026
U0708,High Spender,30-39,Chandigarh,Android,ICICI Bank,05-09-2023
U0709,Working Professional,25-34,Bengaluru,Android,HDFC Bank,12-09-2024
U0710,Frequent Traveler,45-54,Jaipur,Android,State Bank of India,19-09-2023
U0711,Working Professional,25-34,Noida,Android,HDFC Bank,24-04-2025
U0712,Working Professional,22-24,Ahmedabad,Android,Axis Bank,04-04-2024
U0713,Working Professional,25-34,Bengaluru,iOS,Axis Bank,04-07-2024
U0714,Frequent Traveler,35-44,Ludhiana,Android,Axis Bank,15-04-2024
U0715,Budget Conscious,45-54,Jaipur,Android,ICICI Bank,05-12-2025
U0716,Student,18-20,Delhi,Android,State Bank of India,30-07-2025
U0717,Working Professional,22-24,Mumbai,Android,Axis Bank,06-07-2026
U0718,Student,18-20,Ludhiana,iOS,HDFC Bank,12-06-2024
U0719,Working Professional,35-44,Hyderabad,Android,Axis Bank,05-10-2023
U0720,High Spender,30-39,Kolkata,iOS,ICICI Bank,18-02-2026
U0721,Student,21-24,Noida,iOS,Axis Bank,21-11-2023
U0722,Budget Conscious,45-54,Ahmedabad,Android,State Bank of India,09-09-2024
U0723,Working Professional,22-24,Delhi,Android,Kotak Mahindra Bank,02-11-2023
U0724,Frequent Traveler,25-34,Delhi,Android,Axis Bank,03-07-2026
U0725,Student,21-24,Noida,Android,ICICI Bank,15-07-2025
U0726,Student,21-24,Mumbai,Android,HDFC Bank,23-05-2024
U0727,Working Professional,25-34,Hyderabad,Android,State Bank of India,07-02-2025
U0728,Student,21-24,Bengaluru,Android,Axis Bank,09-09-2023
U0729,Working Professional,25-34,Delhi,Android,Axis Bank,25-07-2025
